age group desc,birth count,birth count_pct,county name,low birth weight ind desc,sort,year desc
40 to 44,*,*,Union,Low birth weight (<2500g),35658,2017 **
18 to 19,0,0.0,Union,Low birth weight (<2500g),35643,2017 **
45 and older,0,0.0,Union,Normal birth weight (2500g+),35662,2017 **
45 and older,0,0.0,Union,Low birth weight (<2500g),35661,2017 **
20 to 24,92,87.6,Van Wert,Normal birth weight (2500g+),35680,2017 **
35 to 39,10,10.1,Union,Low birth weight (<2500g),35655,2017 **
18 to 19,*,*,Van Wert,Normal birth weight (2500g+),35677,2017 **
Less than 15,0,0.0,Union,Normal birth weight (2500g+),35665,2017 **
Unknown,0,0.0,Union,Low birth weight (<2500g),35667,2017 **
15 to 17,*,*,Van Wert,Normal birth weight (2500g+),35674,2017 **
25 to 29,195,94.2,Union,Normal birth weight (2500g+),35650,2017 **
40 to 44,*,*,Union,Normal birth weight (2500g+),35659,2017 **
25 to 29,113,88.3,Van Wert,Normal birth weight (2500g+),35683,2017 **
40 to 44,*,*,Van Wert,Low birth weight (<2500g),35691,2017 **
15 to 17,*,*,Vinton,Low birth weight (<2500g),35706,2017 **
30 to 34,9,11.1,Van Wert,Low birth weight (<2500g),35685,2017 **
Less than 15,0,0.0,Union,Low birth weight (<2500g),35664,2017 **
18 to 19,2,14.3,Van Wert,Low birth weight (<2500g),35676,2017 **
15 to 17,*,*,Van Wert,Low birth weight (<2500g),35673,2017 **
Unknown,0,0.0,Van Wert,Normal birth weight (2500g+),35701,2017 **
25 to 29,*,*,Vinton,Low birth weight (<2500g),35715,2017 **
Unknown,0,0.0,Van Wert,Low birth weight (<2500g),35700,2017 **
Less than 15,0,0.0,Van Wert,Normal birth weight (2500g+),35698,2017 **
Less than 15,0,0.0,Van Wert,Low birth weight (<2500g),35697,2017 **
20 to 24,59,98.3,Vinton,Normal birth weight (2500g+),35713,2017 **
20 to 24,*,*,Vinton,Low birth weight (<2500g),35712,2017 **
35 to 39,*,*,Vinton,Normal birth weight (2500g+),35722,2017 **
25 to 29,38,97.4,Vinton,Normal birth weight (2500g+),35716,2017 **
25 to 29,15,11.7,Van Wert,Low birth weight (<2500g),35682,2017 **
30 to 34,202,93.5,Union,Normal birth weight (2500g+),35653,2017 **
30 to 34,72,88.9,Van Wert,Normal birth weight (2500g+),35686,2017 **
45 and older,*,*,Van Wert,Normal birth weight (2500g+),35695,2017 **
20 to 24,13,12.4,Van Wert,Low birth weight (<2500g),35679,2017 **
25 to 29,1,893,Summit,Total,100,2006
Less than 15,*,*,Shelby,Total,2468,2006
45 and older,*,*,Stark,Total,2498,2006
Less than 15,*,*,Summit,Total,2534,2006
18 to 19,30,100.0,Union,Total,2612,2006
15 to 17,*,*,Union,Total,2609,2006
40 to 44,41,100.0,Trumbull,Total,2561,2006
Less than 15,*,*,Trumbull,Total,2567,2006
35 to 39,84,100.0,Tuscarawas,Total,2591,2006
Unknown,0,0.0,Tuscarawas,Total,2603,2006
25 to 29,240,100.0,Shelby,Total,2453,2006
Less than 15,0,0.0,Tuscarawas,Total,2600,2006
20 to 24,677,100.0,Trumbull,Total,2549,2006
15 to 17,199,100.0,Summit,Total,2510,2006
40 to 44,151,100.0,Summit,Total,2528,2006
Unknown,0,0.0,Trumbull,Total,2570,2006
15 to 17,*,*,Tuscarawas,Total,2576,2006
20 to 24,130,100.0,Union,Total,2615,2006
45 and older,0,0.0,Tuscarawas,Total,2597,2006
18 to 19,177,100.0,Trumbull,Total,2546,2006
20 to 24,365,100.0,Tuscarawas,Total,2582,2006
18 to 19,32,100.0,Van Wert,Total,2645,2006
25 to 29,*,*,Van Wert,Total,2651,2006
35 to 39,217,100.0,Trumbull,Total,2558,2006
25 to 29,726,100.0,Trumbull,Total,2552,2006
20 to 24,125,100.0,Van Wert,Total,2648,2006
25 to 29,360,100.0,Tuscarawas,Total,2585,2006
30 to 34,231,100.0,Tuscarawas,Total,2588,2006
25 to 29,234,100.0,Union,Total,2618,2006
Unknown,0,0.0,Van Wert,Total,2669,2006
18 to 19,*,*,Vinton,Total,2678,2006
30 to 34,185,100.0,Union,Total,2621,2006
40 to 44,*,*,Tuscarawas,Total,2594,2006
40 to 44,*,*,Union,Total,2627,2006
35 to 39,78,100.0,Union,Total,2624,2006
18 to 19,104,100.0,Warren,Total,2711,2006
35 to 39,*,*,Vinton,Total,2690,2006
20 to 24,423,100.0,Warren,Total,2714,2006
40 to 44,*,*,Van Wert,Total,2660,2006
20 to 24,61,100.0,Vinton,Total,2681,2006
30 to 34,*,*,Vinton,Total,2687,2006
18 to 19,87,100.0,Tuscarawas,Total,2579,2006
Unknown,0,0.0,Union,Total,2636,2006
25 to 29,57,100.0,Vinton,Total,2684,2006
35 to 39,*,*,Van Wert,Total,2657,2006
Less than 15,0,0.0,Union,Total,2633,2006
45 and older,0,0.0,Union,Total,2630,2006
30 to 34,62,100.0,Van Wert,Total,2654,2006
Less than 15,*,*,Van Wert,Total,2666,2006
25 to 29,783,100.0,Warren,Total,2717,2006
Unknown,0,0.0,Warren,Total,2735,2006
30 to 34,836,100.0,Warren,Total,2720,2006
30 to 34,120,100.0,Washington,Total,2753,2006
15 to 17,*,*,Van Wert,Total,2642,2006
Less than 15,*,*,Washington,Total,2765,2006
18 to 19,43,93.5,Sandusky,Normal birth weight (2500g+),29374,2015
15 to 17,49,94.2,Scioto,Normal birth weight (2500g+),2377,2006
18 to 19,12,11.9,Scioto,Low birth weight (<2500g),2379,2006
40 to 44,*,*,Seneca,Normal birth weight (2500g+),2428,2006
Unknown,0,0.0,Seneca,Normal birth weight (2500g+),2437,2006
20 to 24,204,94.0,Seneca,Normal birth weight (2500g+),2416,2006
Less than 15,0,0.0,Seneca,Normal birth weight (2500g+),2434,2006
30 to 34,127,91.4,Seneca,Normal birth weight (2500g+),2422,2006
35 to 39,41,89.1,Seneca,Normal birth weight (2500g+),2425,2006
Unknown,0,0.0,Seneca,Low birth weight (<2500g),2436,2006
25 to 29,229,95.4,Shelby,Normal birth weight (2500g+),2452,2006
35 to 39,45,90.0,Shelby,Normal birth weight (2500g+),2458,2006
40 to 44,*,*,Shelby,Low birth weight (<2500g),2460,2006
15 to 17,100,85.5,Stark,Normal birth weight (2500g+),2476,2006
25 to 29,1,241,Stark,Normal birth weight (2500g+),91,2006
45 and older,0,0.0,Shelby,Low birth weight (<2500g),2463,2006
Unknown,0,0.0,Stark,Low birth weight (<2500g),2502,2006
18 to 19,4,7.4,Shelby,Low birth weight (<2500g),2445,2006
45 and older,0,0.0,Seneca,Normal birth weight (2500g+),2431,2006
Less than 15,0,0.0,Seneca,Low birth weight (<2500g),2433,2006
18 to 19,281,86.2,Stark,Normal birth weight (2500g+),2479,2006
20 to 24,178,91.8,Shelby,Normal birth weight (2500g+),2449,2006
25 to 29,110,8.1,Stark,Low birth weight (<2500g),2484,2006
40 to 44,76,84.4,Stark,Normal birth weight (2500g+),2494,2006
30 to 34,10,7.9,Shelby,Low birth weight (<2500g),2454,2006
18 to 19,45,13.8,Stark,Low birth weight (<2500g),2478,2006
20 to 24,16,8.2,Shelby,Low birth weight (<2500g),2448,2006
18 to 19,404,87.8,Summit,Normal birth weight (2500g+),2512,2006
Unknown,0,0.0,Shelby,Normal birth weight (2500g+),2470,2006
45 and older,0,0.0,Shelby,Normal birth weight (2500g+),2464,2006
25 to 29,11,4.6,Shelby,Low birth weight (<2500g),2451,2006
40 to 44,14,15.6,Stark,Low birth weight (<2500g),2493,2006
45 and older,0,0.0,Stark,Low birth weight (<2500g),2496,2006
Less than 15,*,*,Shelby,Low birth weight (<2500g),2466,2006
20 to 24,122,9.8,Stark,Low birth weight (<2500g),2481,2006
18 to 19,7,14.3,Seneca,Low birth weight (<2500g),2412,2006
18 to 19,212,100.0,Clark,Total,3371,2007
35 to 39,30,100.0,Champaign,Total,3350,2007
30 to 34,271,100.0,Clark,Total,3380,2007
40 to 44,*,*,Clark,Total,3386,2007
Less than 15,0,0.0,Carroll,Total,3326,2007
40 to 44,0,0.0,Erie,Low birth weight (<2500g),6717,2008
Unknown,0,0.0,Erie,Normal birth weight (2500g+),6727,2008
20 to 24,44,9.6,Fairfield,Low birth weight (<2500g),6738,2008
25 to 29,12,10.3,Fayette,Low birth weight (<2500g),6774,2008
35 to 39,57,90.5,Erie,Normal birth weight (2500g+),6715,2008
Unknown,0,0.0,Delaware,Normal birth weight (2500g+),6694,2008
40 to 44,*,*,Erie,Normal birth weight (2500g+),6718,2008
45 and older,0,0.0,Erie,Normal birth weight (2500g+),6721,2008
45 and older,0,0.0,Fairfield,Low birth weight (<2500g),6753,2008
25 to 29,482,8.9,Franklin,Low birth weight (<2500g),6807,2008
18 to 19,9,12.0,Erie,Low birth weight (<2500g),6702,2008
18 to 19,36,97.3,Fayette,Normal birth weight (2500g+),6769,2008
Unknown,0,0.0,Fayette,Low birth weight (<2500g),6792,2008
25 to 29,4,934,Franklin,Normal birth weight (2500g+),91,2008
Unknown,0,0.0,Fairfield,Normal birth weight (2500g+),6760,2008
30 to 34,350,94.3,Fairfield,Normal birth weight (2500g+),6745,2008
35 to 39,152,91.6,Fairfield,Normal birth weight (2500g+),6748,2008
45 and older,0,0.0,Fayette,Normal birth weight (2500g+),6787,2008
Less than 15,0,0.0,Delaware,Normal birth weight (2500g+),6691,2008
25 to 29,19,7.9,Erie,Low birth weight (<2500g),6708,2008
40 to 44,32,88.9,Fairfield,Normal birth weight (2500g+),6751,2008
Unknown,0,0.0,Fairfield,Low birth weight (<2500g),6759,2008
20 to 24,3,922,Franklin,Normal birth weight (2500g+),90,2008
15 to 17,*,*,Fayette,Low birth weight (<2500g),6765,2008
18 to 19,118,92.9,Fairfield,Normal birth weight (2500g+),6736,2008
20 to 24,123,93.2,Fayette,Normal birth weight (2500g+),6772,2008
40 to 44,47,13.1,Franklin,Low birth weight (<2500g),6816,2008
45 and older,0,0.0,Fayette,Low birth weight (<2500g),6786,2008
15 to 17,481,88.4,Franklin,Normal birth weight (2500g+),6799,2008
35 to 39,1,728,Franklin,Normal birth weight (2500g+),89,2008
20 to 24,9,6.8,Fayette,Low birth weight (<2500g),6771,2008
Less than 15,0,0.0,Fayette,Low birth weight (<2500g),6789,2008
18 to 19,6,11.5,Fulton,Low birth weight (<2500g),6834,2008
40 to 44,10,13.0,Delaware,Low birth weight (<2500g),6684,2008
15 to 17,*,*,Fayette,Normal birth weight (2500g+),6766,2008
Less than 15,0,0.0,Erie,Normal birth weight (2500g+),6724,2008
15 to 17,63,11.6,Franklin,Low birth weight (<2500g),6798,2008
45 and older,0,0.0,Erie,Low birth weight (<2500g),6720,2008
45 and older,*,*,Fairfield,Normal birth weight (2500g+),6754,2008
40 to 44,0,0.0,Fulton,Low birth weight (<2500g),6849,2008
40 to 44,*,*,Fayette,Normal birth weight (2500g+),6784,2008
Unknown,0,0.0,Fayette,Normal birth weight (2500g+),6793,2008
20 to 24,413,9.5,Franklin,Low birth weight (<2500g),6804,2008
35 to 39,*,*,Fayette,Normal birth weight (2500g+),6781,2008
40 to 44,*,*,Fulton,Normal birth weight (2500g+),6850,2008
40 to 44,0,0.0,Fayette,Low birth weight (<2500g),6783,2008
30 to 34,6,9.0,Fayette,Low birth weight (<2500g),6777,2008
30 to 34,61,91.0,Fayette,Normal birth weight (2500g+),6778,2008
15 to 17,*,*,Fulton,Low birth weight (<2500g),6831,2008
35 to 39,14,8.4,Fairfield,Low birth weight (<2500g),6747,2008
25 to 29,104,89.7,Fayette,Normal birth weight (2500g+),6775,2008
30 to 34,5,4.8,Fulton,Low birth weight (<2500g),6843,2008
18 to 19,1,153,Franklin,Normal birth weight (2500g+),87,2008
Unknown,0,0.0,Franklin,Low birth weight (<2500g),6825,2008
30 to 34,99,95.2,Fulton,Normal birth weight (2500g+),6844,2008
Unknown,0,0.0,Franklin,Normal birth weight (2500g+),6826,2008
15 to 17,*,*,Gallia,Normal birth weight (2500g+),6865,2008
35 to 39,195,10.1,Franklin,Low birth weight (<2500g),6813,2008
25 to 29,7,6.2,Gallia,Low birth weight (<2500g),6873,2008
25 to 29,119,95.2,Henry,Normal birth weight (2500g+),22153,2013
25 to 29,6,4.8,Henry,Low birth weight (<2500g),22152,2013
35 to 39,0,0.0,Henry,Low birth weight (<2500g),22158,2013
20 to 24,51,96.2,Harrison,Normal birth weight (2500g+),22117,2013
15 to 17,*,*,Henry,Normal birth weight (2500g+),22144,2013
45 and older,0,0.0,Hardin,Low birth weight (<2500g),22098,2013
35 to 39,*,*,Henry,Normal birth weight (2500g+),22159,2013
40 to 44,*,*,Henry,Normal birth weight (2500g+),22162,2013
40 to 44,*,*,Harrison,Normal birth weight (2500g+),22129,2013
15 to 17,0,0.0,Henry,Low birth weight (<2500g),22143,2013
Less than 15,0,0.0,Henry,Low birth weight (<2500g),22167,2013
Less than 15,*,*,Hardin,Normal birth weight (2500g+),22102,2013
20 to 24,193,92.3,Highland,Normal birth weight (2500g+),22183,2013
18 to 19,0,0.0,Henry,Low birth weight (<2500g),22146,2013
Less than 15,0,0.0,Henry,Total,28175,2015
30 to 34,177,100.0,Holmes,Total,28262,2015
35 to 39,54,100.0,Huron,Total,28298,2015
30 to 34,61,100.0,Hocking,Total,28229,2015
25 to 29,258,100.0,Holmes,Total,28259,2015
15 to 17,*,*,Holmes,Total,28250,2015
18 to 19,34,100.0,Jackson,Total,28319,2015
25 to 29,263,100.0,Huron,Total,28292,2015
45 and older,*,*,Huron,Total,28304,2015
25 to 29,238,100.0,Shelby,Total,11462,2009
15 to 17,194,100.0,Summit,Total,11519,2009
20 to 24,363,100.0,Tuscarawas,Total,11591,2009
18 to 19,438,100.0,Summit,Total,11522,2009
45 and older,0,0.0,Shelby,Total,11474,2009
45 and older,*,*,Trumbull,Total,11573,2009
15 to 17,181,88.7,Summit,Normal birth weight (2500g+),8515,2008
40 to 44,134,87.6,Summit,Normal birth weight (2500g+),8533,2008
35 to 39,72,10.0,Summit,Low birth weight (<2500g),8529,2008
18 to 19,172,90.5,Trumbull,Normal birth weight (2500g+),8551,2008
Unknown,0,0.0,Trumbull,Normal birth weight (2500g+),8575,2008
Unknown,0,0.0,Trumbull,Low birth weight (<2500g),8574,2008
30 to 34,29,6.4,Trumbull,Low birth weight (<2500g),8559,2008
45 and older,0,0.0,Summit,Low birth weight (<2500g),8535,2008
30 to 34,1,093,Butler,Normal birth weight (2500g+),91,2013
Less than 15,0,0.0,Carroll,Normal birth weight (2500g+),21343,2013
Unknown,0,0.0,Butler,Low birth weight (<2500g),21312,2013
35 to 39,1,5.0,Carroll,Low birth weight (<2500g),21333,2013
40 to 44,91,91.0,Butler,Normal birth weight (2500g+),21304,2013
Less than 15,0,0.0,Carroll,Low birth weight (<2500g),21342,2013
30 to 34,5,8.3,Carroll,Low birth weight (<2500g),21330,2013
20 to 24,966,91.6,Butler,Normal birth weight (2500g+),21292,2013
20 to 24,80,89.9,Carroll,Normal birth weight (2500g+),21325,2013
18 to 19,3,16.7,Carroll,Low birth weight (<2500g),21321,2013
30 to 34,55,91.7,Carroll,Normal birth weight (2500g+),21331,2013
45 and older,*,*,Butler,Normal birth weight (2500g+),21307,2013
25 to 29,7,5.8,Champaign,Low birth weight (<2500g),21360,2013
30 to 34,5,6.9,Champaign,Low birth weight (<2500g),21363,2013
40 to 44,9,9.0,Butler,Low birth weight (<2500g),21303,2013
15 to 17,*,*,Champaign,Normal birth weight (2500g+),21352,2013
25 to 29,71,97.3,Carroll,Normal birth weight (2500g+),21328,2013
Unknown,0,0.0,Carroll,Low birth weight (<2500g),21345,2013
40 to 44,*,*,Carroll,Normal birth weight (2500g+),21337,2013
45 and older,0,0.0,Carroll,Normal birth weight (2500g+),21340,2013
35 to 39,0,0.0,Champaign,Low birth weight (<2500g),21366,2013
35 to 39,*,*,Carroll,Normal birth weight (2500g+),21334,2013
45 and older,0,0.0,Champaign,Low birth weight (<2500g),21372,2013
45 and older,0,0.0,Carroll,Low birth weight (<2500g),21339,2013
15 to 17,2,12.5,Champaign,Low birth weight (<2500g),21351,2013
20 to 24,8,7.5,Champaign,Low birth weight (<2500g),21357,2013
Unknown,0,0.0,Carroll,Normal birth weight (2500g+),21346,2013
Less than 15,0,0.0,Champaign,Low birth weight (<2500g),21375,2013
Unknown,0,0.0,Champaign,Low birth weight (<2500g),21378,2013
18 to 19,30,96.8,Champaign,Normal birth weight (2500g+),21355,2013
Unknown,0,0.0,Champaign,Normal birth weight (2500g+),21379,2013
25 to 29,423,92.2,Clark,Normal birth weight (2500g+),21394,2013
25 to 29,113,94.2,Champaign,Normal birth weight (2500g+),21361,2013
30 to 34,19,7.3,Clark,Low birth weight (<2500g),21396,2013
30 to 34,67,93.1,Champaign,Normal birth weight (2500g+),21364,2013
Unknown,0,0.0,Butler,Normal birth weight (2500g+),21313,2013
45 and older,0,0.0,Clark,Low birth weight (<2500g),21405,2013
45 and older,0,0.0,Clark,Normal birth weight (2500g+),21406,2013
18 to 19,1,3.2,Champaign,Low birth weight (<2500g),21354,2013
15 to 17,39,92.9,Clark,Normal birth weight (2500g+),21385,2013
40 to 44,26,96.3,Clark,Normal birth weight (2500g+),21403,2013
20 to 24,99,92.5,Champaign,Normal birth weight (2500g+),21358,2013
35 to 39,95,90.5,Clark,Normal birth weight (2500g+),21400,2013
20 to 24,41,7.8,Clark,Low birth weight (<2500g),21390,2013
35 to 39,39,100.0,Champaign,Normal birth weight (2500g+),21367,2013
45 and older,*,*,Champaign,Normal birth weight (2500g+),21373,2013
Less than 15,0,0.0,Clark,Low birth weight (<2500g),21408,2013
18 to 19,13,9.2,Clark,Low birth weight (<2500g),21387,2013
40 to 44,*,*,Champaign,Low birth weight (<2500g),21369,2013
18 to 19,129,90.8,Clark,Normal birth weight (2500g+),21388,2013
Unknown,0,0.0,Clark,Normal birth weight (2500g+),21412,2013
40 to 44,*,*,Champaign,Normal birth weight (2500g+),21370,2013
20 to 24,484,92.2,Clark,Normal birth weight (2500g+),21391,2013
Less than 15,0,0.0,Champaign,Normal birth weight (2500g+),21376,2013
40 to 44,1,3.7,Clark,Low birth weight (<2500g),21402,2013
15 to 17,3,7.1,Clark,Low birth weight (<2500g),21384,2013
18 to 19,12,9.7,Clermont,Low birth weight (<2500g),21420,2013
25 to 29,50,7.2,Clermont,Low birth weight (<2500g),21426,2013
25 to 29,36,7.8,Clark,Low birth weight (<2500g),21393,2013
30 to 34,241,92.7,Clark,Normal birth weight (2500g+),21397,2013
30 to 34,560,93.8,Clermont,Normal birth weight (2500g+),21430,2013
35 to 39,20,8.9,Clermont,Low birth weight (<2500g),21432,2013
15 to 17,2,7.4,Clermont,Low birth weight (<2500g),21417,2013
25 to 29,641,92.8,Clermont,Normal birth weight (2500g+),21427,2013
30 to 34,37,6.2,Clermont,Low birth weight (<2500g),21429,2013
35 to 39,10,9.5,Clark,Low birth weight (<2500g),21399,2013
45 and older,*,*,Clermont,Low birth weight (<2500g),21438,2013
18 to 19,112,90.3,Clermont,Normal birth weight (2500g+),21421,2013
40 to 44,12,21.4,Clermont,Low birth weight (<2500g),21435,2013
Less than 15,0,0.0,Clermont,Low birth weight (<2500g),21441,2013
18 to 19,30,93.8,Clinton,Normal birth weight (2500g+),21454,2013
20 to 24,153,93.3,Clinton,Normal birth weight (2500g+),21457,2013
20 to 24,31,5.6,Clermont,Low birth weight (<2500g),21423,2013
Unknown,0,0.0,Clermont,Low birth weight (<2500g),21444,2013
30 to 34,9,9.3,Clinton,Low birth weight (<2500g),21462,2013
Less than 15,0,0.0,Clark,Normal birth weight (2500g+),21409,2013
Unknown,0,0.0,Clark,Low birth weight (<2500g),21411,2013
20 to 24,518,94.4,Clermont,Normal birth weight (2500g+),21424,2013
Less than 15,0,0.0,Clermont,Normal birth weight (2500g+),21442,2013
18 to 19,2,6.3,Clinton,Low birth weight (<2500g),21453,2013
40 to 44,44,78.6,Clermont,Normal birth weight (2500g+),21436,2013
35 to 39,204,91.1,Clermont,Normal birth weight (2500g+),21433,2013
15 to 17,0,0.0,Clinton,Low birth weight (<2500g),21450,2013
15 to 17,25,92.6,Clermont,Normal birth weight (2500g+),21418,2013
25 to 29,11,7.1,Clinton,Low birth weight (<2500g),21459,2013
Unknown,0,0.0,Clermont,Normal birth weight (2500g+),21445,2013
15 to 17,*,*,Clinton,Normal birth weight (2500g+),21451,2013
25 to 29,144,92.9,Clinton,Normal birth weight (2500g+),21460,2013
35 to 39,2,4.9,Clinton,Low birth weight (<2500g),21465,2013
45 and older,*,*,Clermont,Normal birth weight (2500g+),21439,2013
20 to 24,11,6.7,Clinton,Low birth weight (<2500g),21456,2013
35 to 39,39,95.1,Clinton,Normal birth weight (2500g+),21466,2013
40 to 44,0,0.0,Clinton,Low birth weight (<2500g),21468,2013
30 to 34,423,93.6,Trumbull,Normal birth weight (2500g+),8560,2008
Less than 15,0,0.0,Union,Low birth weight (<2500g),8637,2008
20 to 24,66,100.0,Paulding,Total,20072,2012
30 to 34,194,100.0,Muskingum,Total,19979,2012
45 and older,*,*,Morgan,Total,19922,2012
40 to 44,*,*,Morrow,Total,19952,2012
20 to 24,352,100.0,Muskingum,Total,19973,2012
Unknown,0,0.0,Morrow,Total,19961,2012
Unknown,0,0.0,Muskingum,Total,19994,2012
35 to 39,2,15.4,Meigs,Low birth weight (<2500g),4734,2007
30 to 34,5,4.1,Mercer,Low birth weight (<2500g),4764,2007
25 to 29,27,6.6,Miami,Low birth weight (<2500g),4794,2007
35 to 39,2,2.1,Miami,Low birth weight (<2500g),4800,2007
15 to 17,31,96.9,Miami,Normal birth weight (2500g+),4786,2007
35 to 39,32,94.1,Mercer,Normal birth weight (2500g+),4768,2007
15 to 17,*,*,Mercer,Normal birth weight (2500g+),4753,2007
Unknown,0,0.0,Mercer,Normal birth weight (2500g+),4780,2007
45 and older,0,0.0,Miami,Normal birth weight (2500g+),4807,2007
20 to 24,120,91.6,Mercer,Normal birth weight (2500g+),4759,2007
Less than 15,*,*,Miami,Normal birth weight (2500g+),4810,2007
18 to 19,*,*,Monroe,Normal birth weight (2500g+),4822,2007
15 to 17,0,0.0,Monroe,Normal birth weight (2500g+),4819,2007
35 to 39,93,97.9,Miami,Normal birth weight (2500g+),4801,2007
30 to 34,26,96.3,Monroe,Normal birth weight (2500g+),4831,2007
25 to 29,380,93.4,Miami,Normal birth weight (2500g+),4795,2007
35 to 39,*,*,Monroe,Low birth weight (<2500g),4833,2007
20 to 24,41,93.2,Monroe,Normal birth weight (2500g+),4825,2007
20 to 24,*,*,Monroe,Low birth weight (<2500g),4824,2007
45 and older,0,0.0,Mercer,Normal birth weight (2500g+),4774,2007
45 and older,0,0.0,Monroe,Normal birth weight (2500g+),4840,2007
Unknown,0,0.0,Monroe,Low birth weight (<2500g),4845,2007
18 to 19,0,0.0,Monroe,Low birth weight (<2500g),4821,2007
45 and older,0,0.0,Miami,Low birth weight (<2500g),4806,2007
18 to 19,75,12.0,Montgomery,Low birth weight (<2500g),4854,2007
30 to 34,1,3.7,Monroe,Low birth weight (<2500g),4830,2007
40 to 44,*,*,Miami,Normal birth weight (2500g+),4804,2007
Less than 15,0,0.0,Monroe,Low birth weight (<2500g),4842,2007
18 to 19,91,90.1,Miami,Normal birth weight (2500g+),4789,2007
25 to 29,44,91.7,Monroe,Normal birth weight (2500g+),4828,2007
25 to 29,2,012,Montgomery,Normal birth weight (2500g+),92,2007
40 to 44,0,0.0,Mercer,Low birth weight (<2500g),4770,2007
20 to 24,33,9.3,Miami,Low birth weight (<2500g),4791,2007
40 to 44,0,0.0,Monroe,Low birth weight (<2500g),4836,2007
25 to 29,*,*,Monroe,Low birth weight (<2500g),4827,2007
Unknown,0,0.0,Miami,Low birth weight (<2500g),4812,2007
18 to 19,*,*,Adams,Normal birth weight (2500g+),33037,2017 **
20 to 24,93,90.3,Adams,Normal birth weight (2500g+),33040,2017 **
30 to 34,56,8.7,Lake,Low birth weight (<2500g),19416,2012
25 to 29,14,6.4,Knox,Low birth weight (<2500g),19380,2012
30 to 34,154,95.1,Knox,Normal birth weight (2500g+),19384,2012
Unknown,0,0.0,Lake,Normal birth weight (2500g+),19432,2012
Less than 15,0,0.0,Lake,Low birth weight (<2500g),19428,2012
15 to 17,1,4.5,Lawrence,Low birth weight (<2500g),19437,2012
15 to 17,1,3.0,Lake,Low birth weight (<2500g),19404,2012
25 to 29,18,9.1,Lawrence,Low birth weight (<2500g),19446,2012
18 to 19,8,9.1,Lake,Low birth weight (<2500g),19407,2012
18 to 19,57,87.7,Lawrence,Normal birth weight (2500g+),19441,2012
40 to 44,2,4.0,Lake,Low birth weight (<2500g),19422,2012
Less than 15,0,0.0,Lake,Normal birth weight (2500g+),19429,2012
45 and older,0,0.0,Lawrence,Normal birth weight (2500g+),19459,2012
15 to 17,*,*,Lawrence,Normal birth weight (2500g+),19438,2012
Unknown,0,0.0,Lake,Low birth weight (<2500g),19431,2012
45 and older,*,*,Lake,Normal birth weight (2500g+),19426,2012
45 and older,0,0.0,Lake,Low birth weight (<2500g),19425,2012
35 to 39,3,7.7,Lawrence,Low birth weight (<2500g),19452,2012
30 to 34,103,93.6,Lawrence,Normal birth weight (2500g+),19450,2012
20 to 24,27,10.8,Lawrence,Low birth weight (<2500g),19443,2012
40 to 44,*,*,Lawrence,Low birth weight (<2500g),19455,2012
40 to 44,48,96.0,Lake,Normal birth weight (2500g+),19423,2012
40 to 44,*,*,Lawrence,Normal birth weight (2500g+),19456,2012
15 to 17,3,6.3,Licking,Low birth weight (<2500g),19470,2012
30 to 34,463,93.2,Licking,Normal birth weight (2500g+),19483,2012
Less than 15,*,*,Lawrence,Normal birth weight (2500g+),19462,2012
25 to 29,62,10.6,Licking,Low birth weight (<2500g),19479,2012
Less than 15,0,0.0,Lawrence,Low birth weight (<2500g),19461,2012
18 to 19,9,8.4,Licking,Low birth weight (<2500g),19473,2012
20 to 24,223,89.2,Lawrence,Normal birth weight (2500g+),19444,2012
25 to 29,521,89.4,Licking,Normal birth weight (2500g+),19480,2012
25 to 29,180,90.9,Lawrence,Normal birth weight (2500g+),19447,2012
18 to 19,8,12.3,Lawrence,Low birth weight (<2500g),19440,2012
45 and older,0,0.0,Lawrence,Low birth weight (<2500g),19458,2012
35 to 39,36,92.3,Lawrence,Normal birth weight (2500g+),19453,2012
15 to 17,45,93.8,Licking,Normal birth weight (2500g+),19471,2012
45 and older,*,*,Licking,Normal birth weight (2500g+),19492,2012
Unknown,0,0.0,Lawrence,Low birth weight (<2500g),19464,2012
30 to 34,7,6.4,Lawrence,Low birth weight (<2500g),19449,2012
20 to 24,38,7.6,Licking,Low birth weight (<2500g),19476,2012
20 to 24,464,92.4,Licking,Normal birth weight (2500g+),19477,2012
35 to 39,15,8.7,Licking,Low birth weight (<2500g),19485,2012
45 and older,0,0.0,Licking,Low birth weight (<2500g),19491,2012
20 to 24,160,93.6,Logan,Normal birth weight (2500g+),19510,2012
Unknown,0,0.0,Lawrence,Normal birth weight (2500g+),19465,2012
35 to 39,157,91.3,Licking,Normal birth weight (2500g+),19486,2012
Unknown,0,0.0,Licking,Normal birth weight (2500g+),19498,2012
25 to 29,171,96.1,Logan,Normal birth weight (2500g+),19513,2012
35 to 39,30,100.0,Logan,Normal birth weight (2500g+),19519,2012
40 to 44,*,*,Logan,Normal birth weight (2500g+),19522,2012
Less than 15,0,0.0,Licking,Normal birth weight (2500g+),19495,2012
Less than 15,*,*,Licking,Low birth weight (<2500g),19494,2012
15 to 17,3,17.6,Logan,Low birth weight (<2500g),19503,2012
20 to 24,11,6.4,Logan,Low birth weight (<2500g),19509,2012
Less than 15,0,0.0,Holmes,Low birth weight (<2500g),13257,2010
20 to 24,161,100.0,Clinton,Total,27464,2015
18 to 19,138,100.0,Lorain,Total,34556,2017 **
20 to 24,167,100.0,Logan,Total,34526,2017 **
